1209;2750.000000;pashtun;sunni;aristocrats;
1209;825.000000;pashtun;sunni;bureaucrats;
1209;625.000000;pashtun;sunni;officers;
1209;1375.000000;pashtun;sunni;clergymen;
1209;5400.000000;pashtun;sunni;artisans;
1209;11000.000000;pashtun;sunni;soldiers;
1209;100025.000000;pashtun;sunni;farmers;
1209;2000.000000;tajik;sunni;aristocrats;
1209;350.000000;tajik;sunni;officers;
1209;975.000000;tajik;sunni;clergymen;
1209;4900.000000;tajik;sunni;artisans;
1209;1000.000000;tajik;sunni;soldiers;
1209;82775.000000;tajik;sunni;farmers;
1209;250.000000;hazara;shiite;aristocrats;
1209;138.000000;hazara;shiite;clergymen;
1209;800.000000;hazara;shiite;artisans;
1209;150.000000;hazara;shiite;soldiers;
1209;80662.000000;hazara;shiite;farmers;
1209;14500.000000;panjabi;sikh;slaves;
1209;27500.000000;uzbek;sunni;slaves;
1209;18000.000000;hazara;sunni;slaves;
1211;1600.000000;pashtun;sunni;aristocrats;
1211;813.000000;pashtun;sunni;clergymen;
1211;1650.000000;pashtun;sunni;artisans;
1211;825.000000;pashtun;sunni;soldiers;
1211;50112.000000;pashtun;sunni;farmers;
1211;750.000000;tajik;sunni;aristocrats;
1211;388.000000;tajik;sunni;clergymen;
1211;1900.000000;tajik;sunni;artisans;
1211;375.000000;tajik;sunni;soldiers;
1211;34587.000000;tajik;sunni;farmers;
1211;150.000000;hazara;shiite;aristocrats;
1211;88.000000;hazara;shiite;clergymen;
1211;500.000000;hazara;shiite;artisans;
1211;100.000000;hazara;shiite;soldiers;
1211;6162.000000;hazara;shiite;farmers;
1211;15000.000000;pashtun;sunni;slaves;
1212;825.000000;pashtun;sunni;aristocrats;
1212;375.000000;pashtun;sunni;bureaucrats;
1212;375.000000;pashtun;sunni;clergymen;
1212;2050.000000;pashtun;sunni;artisans;
1212;1000.000000;pashtun;sunni;soldiers;
1212;34650.000000;pashtun;sunni;farmers;
1212;50.000000;tajik;sunni;aristocrats;
1212;238.000000;tajik;sunni;clergymen;
1212;1000.000000;tajik;sunni;soldiers;
1212;14912.000000;tajik;sunni;farmers;
1212;700.000000;persian;sunni;aristocrats;
1212;200.000000;persian;sunni;clergymen;
1212;2000.000000;persian;sunni;artisans;
1212;3000.000000;persian;sunni;soldiers;
1212;15000.000000;persian;sunni;farmers;
1212;6500.000000;uzbek;sunni;slaves;
1213;163.000000;pashtun;sunni;aristocrats;
1213;87.000000;pashtun;sunni;clergymen;
1213;425.000000;pashtun;sunni;artisans;
1213;500.000000;pashtun;sunni;soldiers;
1213;27325.000000;pashtun;sunni;farmers;
1213;250.000000;tajik;sunni;aristocrats;
1213;138.000000;tajik;sunni;clergymen;
1213;700.000000;tajik;sunni;artisans;
1213;1000.000000;tajik;sunni;soldiers;
1213;11912.000000;tajik;sunni;farmers;
1213;525.000000;hazara;shiite;aristocrats;
1213;250.000000;hazara;shiite;clergymen;
1213;513.000000;hazara;shiite;artisans;
1213;1100.000000;hazara;shiite;soldiers;
1213;24613.000000;hazara;shiite;farmers;
1213;175.000000;hazara;sunni;aristocrats;
1213;94.000000;hazara;sunni;clergymen;
1213;425.000000;hazara;sunni;artisans;
1213;500.000000;hazara;sunni;soldiers;
1213;6306.000000;hazara;sunni;farmers;
1213;8500.000000;uzbek;sunni;slaves;
1214;550.000000;persian;sunni;aristocrats;
1214;288.000000;persian;sunni;clergymen;
1214;1400.000000;persian;sunni;artisans;
1214;1000.000000;persian;sunni;soldiers;
1214;20762.000000;persian;sunni;farmers;
1214;1725.000000;pashtun;sunni;aristocrats;
1214;875.000000;pashtun;sunni;clergymen;
1214;4400.000000;pashtun;sunni;artisans;
1214;1000.000000;pashtun;sunni;soldiers;
1214;70000.000000;pashtun;sunni;farmers;
1214;24000.000000;persian;sunni;slaves;
1215;1600.000000;pashtun;sunni;aristocrats;
1215;838.000000;pashtun;sunni;clergymen;
1215;4050.000000;pashtun;sunni;artisans;
1215;2000.000000;pashtun;sunni;soldiers;
1215;72712.000000;pashtun;sunni;farmers;
1215;175.000000;hazara;shiite;aristocrats;
1215;100.000000;hazara;shiite;clergymen;
1215;525.000000;hazara;shiite;artisans;
1215;100.000000;hazara;shiite;soldiers;
1215;8100.000000;hazara;shiite;farmers;
1215;3000.000000;hazara;sunni;slaves;
1216;1300.000000;pashtun;sunni;aristocrats;
1216;675.000000;pashtun;sunni;clergymen;
1216;3350.000000;pashtun;sunni;artisans;
1216;4000.000000;pashtun;sunni;soldiers;
1216;57985.000000;pashtun;sunni;farmers;
1216;3700.000000;panjabi;sikh;slaves;
1217;1350.000000;pashtun;sunni;aristocrats;
1217;688.000000;pashtun;sunni;clergymen;
1217;3400.000000;pashtun;sunni;artisans;
1217;675.000000;pashtun;sunni;soldiers;
1217;61887.000000;pashtun;sunni;farmers;
1217;200.000000;hazara;shiite;aristocrats;
1217;113.000000;hazara;shiite;clergymen;
1217;650.000000;hazara;shiite;artisans;
1217;125.000000;hazara;shiite;soldiers;
1217;11912.000000;hazara;shiite;farmers;
1217;3300.000000;hazara;sunni;slaves;
1210;125.000000;uzbek;sunni;aristocrats;
1210;100.000000;uzbek;sunni;clergymen;
1210;300.000000;uzbek;sunni;bureaucrats;
1210;350.000000;uzbek;sunni;artisans;
1210;100.000000;uzbek;sunni;officers;
1210;1000.000000;uzbek;sunni;soldiers;
1210;5512.000000;uzbek;sunni;farmers;
1210;1650.000000;tajik;sunni;aristocrats;
1210;775.000000;tajik;sunni;clergymen;
1210;3750.000000;tajik;sunni;artisans;
1210;100.000000;tajik;sunni;officers;
1210;4000.000000;tajik;sunni;soldiers;
1210;62825.000000;tajik;sunni;farmers;
1210;6000.000000;tajik;sunni;slaves;
2133;163.000000;pashtun;sunni;aristocrats;
2133;87.000000;pashtun;sunni;clergymen;
2133;425.000000;pashtun;sunni;artisans;
2133;500.000000;pashtun;sunni;soldiers;
2133;7325.000000;pashtun;sunni;farmers;
2133;525.000000;hazara;shiite;aristocrats;
2133;250.000000;hazara;shiite;clergymen;
2133;350.000000;hazara;shiite;artisans;
2133;1263.000000;hazara;shiite;soldiers;
2133;24613.000000;hazara;shiite;farmers;
2133;175.000000;hazara;sunni;aristocrats;
2133;94.000000;hazara;sunni;clergymen;
2133;425.000000;hazara;sunni;artisans;
2133;500.000000;hazara;sunni;soldiers;
2133;6306.000000;hazara;sunni;farmers;
849;614.000000;albanian;sunni;aristocrats;
849;143.000000;albanian;sunni;bureaucrats;
849;122.000000;albanian;sunni;officers;
849;256.000000;albanian;sunni;clergymen;
849;1310.000000;albanian;sunni;artisans;
849;819.000000;albanian;sunni;soldiers;
849;40947.000000;albanian;sunni;farmers;
849;100.000000;albanian;orthodox;clergymen;
849;4065.000000;albanian;orthodox;farmers;
849;100.000000;ashkenazi;jewish;farmers;
850;880.000000;albanian;sunni;aristocrats;
850;307.000000;albanian;sunni;clergymen;
850;1556.000000;albanian;sunni;artisans;
850;819.000000;albanian;sunni;soldiers;
850;30566.000000;albanian;sunni;farmers;
850;100.000000;albanian;catholic;clergymen;
850;430.000000;albanian;catholic;artisans;
850;10127.000000;albanian;catholic;farmers;
851;245.000000;albanian;sunni;aristocrats;
851;100.000000;albanian;sunni;clergymen;
851;491.000000;albanian;sunni;artisans;
851;450.000000;albanian;sunni;soldiers;
851;5632.000000;albanian;sunni;farmers;
851;100.000000;albanian;catholic;clergymen;
851;2355.000000;albanian;catholic;farmers;
852;573.000000;albanian;sunni;aristocrats;
852;256.000000;albanian;sunni;clergymen;
852;1331.000000;albanian;sunni;artisans;
852;286.000000;albanian;sunni;soldiers;
852;10947.000000;albanian;sunni;farmers;
852;143.000000;albanian;orthodox;clergymen;
852;2232.000000;albanian;orthodox;farmers;
853;307.000000;albanian;sunni;aristocrats;
